layer_height,wall_thickness,infill_density,infill_pattern,nozzle_temperature,bed_temperature,print_speed,material,fan_speed,roughness,tension_strength,elongation,sensor1_raw_mean,sensor1_raw_max,sensor1_raw_min,sensor1_raw_std,sensor2_raw_mean,sensor2_raw_max,sensor2_raw_min,sensor2_raw_std,sensor3_raw_mean,sensor3_raw_max,sensor3_raw_min,sensor3_raw_std,sensor4_raw_mean,sensor4_raw_max,sensor4_raw_min,sensor4_raw_std,sensor5_raw_mean,sensor5_raw_max,sensor5_raw_min,sensor5_raw_std
0.14,6,56,honeycomb,223,80,60,pla,100,261,9,1.2,530.0340043,534,530,0.236640422,538.3781658,538,537,0.211129074,545.7586121,547,545,0.28719391,554.6033246,558,555,1.190791693,550.4853286,552,551,0.793038522
0.08,10,64,honeycomb,219,80,40,abs,100,117,20,1.1,529.5947888,530,529,0.386891937,537.6358407,538,539,0.297183577,544.2011323,544,542,0.196866203,551.8577103,552,552,0.293586333,549.1550062,549,548,0.207217549
0.15,9,67,honeycomb,215,60,60,abs,0,123,28,3.1,531.3790421,530,530,0.638750474,539.0969181,538,537,0.354466643,546.6950428,547,545,0.361820534,554.0586761,555,554,0.817711942,551.8831891,556,551,1.05657402
0.09,9,77,honeycomb,219,75,120,pla,75,150,23,1.3,529.6725032,529,529,0.186893134,537.7984754,538,536,0.210610344,544.1461547,543,542,0.139619142,552.7155041,552,551,0.156521152,549.4799458,548,547,0.1138631
0.19,9,74,grid,224,75,120,pla,50,360,26,1.5,530.2130295,549,531,0.538709326,538.6470544,539,538,1.290111886,546.4863059,551,546,1.118500718,553.6405365,554,556,0.668722551,551.159972,552,552,1.584180579
0.02,9,49,honeycomb,215,75,120,abs,50,27,25,2.4,529.5426097,529,528,2.787587107,537.4911155,538,536,0.178579239,543.9222784,543,542,0.620317077,552.7304264,552,551,0.462073078,549.1033242,549,547,0.232737522
0.2,8,26,grid,207,75,120,pla,25,368,17,2.4,537.9412471,549,534,0.860402837,541.4190519,541,538,1.329208851,549.3140627,559,547,1.477834026,559.4985858,570,556,0.74305011,555.524095,569,552,1.806828033
0.11,7,38,honeycomb,206,75,60,pla,50,134,22,2.4,530.1458506,529,529,0.700582277,537.8791441,538,536,0.55924203,544.7964532,544,543,1.117224328,552.8329837,554,552,0.565157215,549.745903,552,549,0.444933015
0.16,8,73,grid,203,65,120,pla,25,194,35,3.2,530.0970934,529,531,0.214917609,538.4351972,538,538,0.529482756,545.8600289,545,546,0.512192292,553.2408081,551,556,0.290709138,550.6001633,548,552,0.302211695
0.05,8,77,grid,242,80,40,abs,100,137,7,1.1,528.2383255,529,528,0.385525256,536.9152658,538,538,0.128092224,541.9913773,543,541,0.12003198,550.6140862,551,550,0.135682543,546.6599518,547,546,0.161062639
0.11,9,54,honeycomb,209,60,60,pla,25,262,27,0.8,528.7882863,542,528,0.973989153,537.228367,538,539,0.930033001,543.2767863,544,541,0.706569629,552.7662996,560,550,0.432738875,548.3839074,553,546,0.720109313
0.19,9,90,grid,214,65,40,pla,0,152,36,3.2,528.4359652,529,532,0.155617977,537.6027353,539,538,0.502175766,544.5216007,548,547,0.532989124,552.5310254,551,556,0.864250657,548.6625276,547,552,0.379749672
0.11,7,33,grid,232,60,120,abs,25,162,17,1.3,530.1412091,534,529,1.097313192,537.9056386,539,538,1.107825614,545.1407497,552,545,1.221126897,551.8864506,555,552,1.108795893,550.2051189,561,549,2.194534821
0.04,6,49,honeycomb,229,80,40,pla,100,87,20,1.6,529.1087195,529,528,0.869612849,537.3728476,538,539,0.178109103,543.3457264,543,541,0.126894575,552.4151501,559,550,0.127769209,548.3715376,554,546,0.11367202
0.03,10,89,honeycomb,234,70,40,abs,100,49,26,1.4,528.2790328,529,528,0.474472956,536.9311341,538,536,0.114708267,542.041602,543,541,0.114042782,550.5504534,551,550,0.114746635,546.80094,547,546,0.232716421
0.02,10,66,honeycomb,220,75,40,abs,100,85,12,1.1,528.2631392,529,528,0.969900291,536.9408273,538,536,0.135412306,542.2161341,543,541,0.200232484,550.7698808,551,550,0.322794218,546.952305,547,547,0.518666397
0.03,8,84,grid,227,75,40,pla,75,42,7,1.0,528.4398597,529,528,0.825351001,537.0475789,538,537,0.161761909,542.7530665,543,541,0.384397465,551.1585003,551,551,0.703672032,547.5377091,547,547,0.858075326
0.04,10,33,honeycomb,224,80,60,pla,100,71,9,1.3,528.3657486,529,528,0.153809679,537.0504768,538,539,0.112445244,542.6049722,543,542,0.11564905,550.6915121,551,551,0.134671177,547.2174726,547,547,0.116393272
0.16,5,10,honeycomb,249,75,60,abs,75,303,15,1.6,532.7320408,530,531,0.340235085,539.6978985,538,538,0.246170782,547.2865314,547,547,0.17458219,556.839001,561,556,0.118050147,552.6776505,554,552,0.264274543
0.13,8,77,grid,207,75,40,pla,25,198,16,0.8,531.126789,530,531,0.388553108,538.705676,538,539,0.327573056,546.2521919,545,546,0.132403649,552.5027794,551,556,0.912963424,551.3639354,549,552,1.166902752
0.05,9,90,honeycomb,233,70,40,abs,100,133,25,1.9,528.3277435,529,528,0.333367341,537.0380334,538,536,0.197068383,542.368041,543,541,0.271316154,550.7097235,551,550,0.19290378,547.3352088,547,546,0.118311224
0.18,10,90,honeycomb,213,80,120,pla,75,145,11,2.6,528.2382444,529,530,0.134303491,536.9770895,538,538,0.134661361,542.5164241,544,545,0.135467545,550.8413727,551,555,0.118846491,546.8160079,547,551,0.233958601
0.05,9,60,grid,204,70,60,pla,0,71,17,2.4,528.2400175,529,529,0.44249201,536.9209815,538,536,0.194822357,542.2189416,544,543,0.80633409,550.9496706,551,552,0.65461132,546.7577884,547,548,1.077644654
0.16,10,62,grid,229,70,40,pla,50,198,27,1.2,529.2844772,533,529,0.284673103,537.5501793,538,538,0.24552906,543.9811922,544,541,0.131667882,553.1039632,555,552,0.535555473,548.8357362,549,548,0.284335813
0.16,10,81,honeycomb,218,80,60,abs,100,103,25,3.0,531.7132434,529,531,0.518628224,539.8216268,539,538,0.267995215,547.2777721,549,546,0.234825018,555.2550505,557,556,0.371254374,552.5831238,558,552,0.279987245
0.09,4,88,honeycomb,202,65,60,pla,0,69,30,2.0,528.5264138,530,530,1.515622506,537.2646419,538,538,0.283944493,543.6856581,544,545,0.121025435,552.5237608,551,554,0.535192573,548.1000137,547,550,0.471791299
0.18,4,86,grid,221,65,60,abs,25,280,27,2.6,530.1483629,530,531,0.387680439,538.2591081,539,538,0.480990785,545.6814452,548,546,0.820393153,554.0689266,553,555,0.450353227,550.5746781,548,551,0.311184999
0.15,10,89,honeycomb,203,60,60,pla,0,86,36,3.1,528.2803928,529,529,1.967522635,536.9840187,538,538,0.67608509,542.4940868,543,542,0.233976868,551.3311866,551,551,0.205757524,547.1092581,547,548,0.189416387
0.11,4,56,grid,207,75,60,pla,50,124,11,1.1,532.3596765,530,532,0.360808085,539.4086116,538,538,0.357702084,546.9347387,544,545,0.168481714,554.8398085,551,556,0.1682783,552.4308746,548,552,0.421850927
0.2,5,68,honeycomb,205,65,60,abs,25,368,15,2.7,529.339588,544,531,0.334617976,538.0840527,539,538,1.177392742,545.7254696,548,547,0.922051413,554.2954337,553,556,0.224011543,549.8370696,548,552,1.912746709
0.17,7,56,honeycomb,206,75,120,pla,75,162,21,3.0,532.4987701,547,533,0.720574092,540.0740218,540,538,0.804941112,548.2243397,556,546,1.046685232,557.9294068,566,556,0.772205278,553.4005916,558,552,1.331610818
0.08,9,76,honeycomb,212,75,40,pla,75,296,12,1.1,530.428783,529,528,1.018685786,537.7977498,538,539,0.136430283,544.4610224,544,543,0.386579832,555.475098,567,552,0.262320273,549.5856633,555,548,0.41949146
0.18,6,33,grid,237,80,60,abs,100,288,15,0.8,530.9856351,532,532,0.467908293,538.7336955,539,538,0.444534941,546.4576887,547,547,0.215466945,556.278151,556,556,0.118303487,551.3689527,548,552,0.707924105
0.13,3,33,honeycomb,212,75,40,abs,75,288,6,0.5,530.7340821,540,529,0.19436298,538.3070133,538,536,0.395270782,545.2612934,545,541,0.113919181,555.093361,564,551,0.741316588,550.6364363,558,547,0.792290339
0.07,9,70,honeycomb,209,65,60,abs,0,29,34,3.2,528.5791642,529,530,1.161553237,537.6423947,539,538,0.498255123,544.6263774,550,547,0.485399265,551.7748789,551,556,1.329662656,548.780031,548,552,1.032011601
0.16,10,71,honeycomb,215,75,60,pla,75,217,37,2.0,529.7027216,535,529,0.208801144,537.94455,538,538,0.30719603,544.5398662,544,544,0.123602438,553.4696986,556,553,0.231796055,549.6568563,551,549,0.208072574
0.18,10,19,grid,213,65,120,pla,25,368,23,0.7,534.3856625,547,531,0.567603287,540.2990677,539,538,0.450174934,548.0665604,548,547,0.249066336,557.7064495,566,556,0.42149501,553.8497823,563,552,1.0872834
0.06,8,86,grid,237,75,60,abs,50,50,10,0.6,528.7169688,532,530,0.78939339,537.2200875,538,536,0.266846072,543.2940491,544,542,0.115136562,552.072739,551,552,0.464312931,548.2044014,547,549,0.891622829
0.05,9,69,honeycomb,206,60,60,pla,0,39,35,2.6,528.8074484,529,529,0.789174476,537.2714561,538,536,0.116611539,543.1938313,543,543,0.118168961,552.646141,552,551,0.487218024,548.2535423,547,547,0.150548681
0.1,9,35,honeycomb,202,70,60,pla,75,144,19,2.4,531.4444628,529,530,0.524005706,538.3786301,538,536,0.127734239,545.638498,543,543,0.209020678,556.4746189,558,553,0.193220219,550.7970891,548,550,0.166812155
0.14,10,88,honeycomb,208,80,40,pla,100,125,26,2.8,528.733469,531,529,0.306281971,537.5787689,538,538,0.150132315,544.0676045,545,543,0.312401488,552.5860519,554,553,0.224871246,548.5241541,549,550,0.155104266
0.07,7,31,grid,202,75,120,pla,25,141,15,0.8,533.6943237,532,530,1.222330746,539.0748815,538,537,0.20362456,546.8028385,545,545,0.421750144,556.3463621,561,553,0.564201108,552.505437,557,550,0.28216713
0.15,7,86,honeycomb,214,75,40,pla,0,143,27,3.3,531.1045342,529,530,0.209154535,539.1417174,538,538,0.139683114,546.0872369,543,546,0.525564636,552.8021973,551,555,0.425611806,551.60261,548,551,0.246826451
0.11,9,76,honeycomb,228,80,40,abs,25,68,18,2.7,528.2345098,529,528,0.141321873,536.9037638,538,538,0.11832443,541.8215617,543,541,0.118070424,550.5397038,551,550,0.122731978,546.5117723,547,546,0.107126815
0.06,8,84,grid,207,65,40,pla,0,174,17,0.7,528.3183032,529,528,0.199610998,536.9520826,538,537,0.148831554,542.203867,543,542,0.114829905,550.7946815,551,550,0.229557556,547.0043393,547,547,0.117943691
0.16,6,90,grid,238,70,40,pla,50,107,29,2.4,528.2526127,529,531,0.326074822,537.0141121,538,538,0.323920843,542.8511673,545,545,0.267271225,550.9013494,551,554,0.15165462,547.1893868,547,550,0.31275844
0.16,8,40,honeycomb,203,65,40,pla,50,289,25,2.8,528.2966465,529,529,0.148041433,537.1395058,538,539,0.316202295,543.1981657,545,545,0.27706552,551.9624584,552,553,0.190275416,547.4983115,547,549,0.433785711
0.15,9,52,honeycomb,217,70,60,abs,25,156,14,1.7,529.1732534,535,531,0.575442421,537.9830293,538,538,0.475226937,545.2367157,547,546,0.166982006,552.1214047,551,555,0.228824684,549.6963573,548,552,0.601209627
0.11,8,25,grid,234,75,40,abs,25,86,26,2.0,530.5219786,531,529,0.441807845,538.2956751,538,536,0.188981749,545.3341159,545,544,0.248800451,553.9134642,557,553,0.941482945,550.796502,555,549,0.358330719
0.1,9,90,grid,226,75,120,abs,75,265,16,1.5,529.1040621,529,530,1.067093713,537.5413404,538,539,0.34464558,544.5100804,545,545,0.471347987,551.2345704,551,555,0.53263759,548.8659913,547,552,1.206095108
0.18,8,67,grid,241,80,120,abs,100,178,18,2.8,529.8607099,531,530,1.396458512,538.4187323,539,538,1.08051111,546.0951751,552,547,1.852418332,553.6179726,557,555,0.27424966,550.6587319,557,551,1.006060945
0.14,9,62,honeycomb,213,75,120,abs,50,212,33,3.1,531.0801568,531,530,0.938714472,538.9657094,539,539,0.789094002,546.8577585,550,547,2.207592687,556.0653472,562,556,0.707864044,551.7385127,556,552,1.446553149
0.04,10,70,honeycomb,225,80,60,pla,100,56,10,1.7,529.6947788,529,528,1.616887399,537.8024489,538,536,0.126006845,544.2767819,544,542,0.184357246,553.4441787,558,552,0.335709098,549.4356695,553,548,0.303371917
0.04,2,80,grid,250,70,40,abs,75,190,7,0.5,528.3752499,529,529,2.027497385,536.9861411,538,536,0.407447739,542.6308721,544,543,0.191384581,550.6677906,551,551,0.472234959,547.2779854,547,548,1.65066427
0.17,7,76,grid,216,60,40,abs,25,246,29,2.5,535.1973298,536,533,0.462826469,541.2681706,539,538,0.445950214,548.971882,553,547,0.293048356,557.9760454,563,556,1.088450813,555.0811225,564,552,1.538677428
0.19,9,77,honeycomb,211,75,120,pla,75,224,14,1.4,532.3456091,545,532,0.183044684,540.0187795,539,538,0.129850366,547.9034625,550,546,0.114260591,557.2876021,562,556,0.205496977,552.8574298,554,552,0.558885392
0.16,4,41,grid,250,80,40,abs,100,311,9,1.0,529.806682,530,531,0.330380864,538.0467332,538,538,0.602596695,545.3806143,546,546,0.54846931,553.7279909,552,555,0.290015186,550.2758009,548,551,0.433840517
0.18,8,60,honeycomb,225,75,60,abs,75,268,21,2.2,531.1630514,533,529,0.550695153,538.8528747,538,538,0.236422826,546.1916497,545,544,0.150371352,555.23211,559,552,0.173909688,551.399203,556,549,0.149961469
0.03,7,26,honeycomb,221,70,40,abs,100,75,8,1.1,530.0837436,529,528,0.469645162,537.3551781,538,536,0.109659825,543.0514081,543,541,0.126058669,553.0749587,553,550,0.11742998,548.6286295,548,546,0.109283
0.11,4,88,honeycomb,208,80,40,pla,100,127,10,1.8,529.5173915,531,531,0.485809449,538.0991821,539,538,0.33549865,545.4227451,549,545,0.823141493,554.9166499,557,555,1.030655219,550.323521,549,551,0.922147102
0.08,7,56,grid,222,80,40,pla,100,74,11,1.2,528.3118313,529,528,1.052080428,536.9397417,538,539,0.172860993,542.2098814,543,541,0.14364732,552.8236485,554,550,0.112699451,546.8730067,547,546,0.20837052
0.17,8,68,honeycomb,201,60,40,pla,0,256,21,2.4,528.2387767,530,530,0.134057089,536.9698645,538,538,0.233409197,542.392458,543,543,0.114863354,550.886065,551,553,0.205285397,546.8617047,547,549,0.443008419
0.05,10,37,honeycomb,217,80,40,pla,25,41,9,2.9,528.9967345,529,529,1.726115548,537.6814342,538,538,0.156233543,544.3208561,545,545,1.606907821,552.9336592,553,553,0.988445728,549.315314,549,550,0.511004259
0.03,10,67,grid,236,70,40,abs,50,98,14,1.6,528.25719,529,528,0.24734377,536.944303,538,536,0.140763203,542.1607572,543,541,0.276067937,550.7343711,551,550,0.52985631,546.9486297,547,546,0.139759755
0.15,9,78,honeycomb,227,60,40,abs,75,220,35,3.0,529.1990855,529,529,0.434065529,537.7823914,538,536,0.116009909,544.2165932,543,543,0.114785305,553.273157,552,552,0.113188932,549.1533212,547,549,0.122414909
0.17,9,78,honeycomb,250,80,60,abs,100,113,33,2.5,528.2388952,529,528,0.220525081,536.9492457,538,538,0.136067441,542.1028382,543,542,0.12292052,550.6684489,551,550,0.112681033,546.7934485,547,546,0.134637698
0.11,5,42,grid,248,75,40,abs,100,123,17,1.1,528.6027784,529,528,0.290656683,537.1901888,538,539,0.240791735,543.0060516,543,542,0.180649513,552.0156309,552,550,0.117320418,548.0824296,547,546,0.258281407
0.14,8,78,grid,203,65,60,pla,25,228,27,1.5,535.9439828,547,533,1.570568876,540.9539936,539,538,0.500643501,548.7644399,550,546,0.233616832,558.1602919,563,556,0.951718216,554.8256108,561,552,1.003976048
0.06,6,71,honeycomb,250,80,40,abs,100,55,9,0.7,528.8728918,529,530,1.025458615,537.4428124,539,536,0.772701255,544.2403672,547,546,0.565812815,551.6499209,551,555,1.558921657,548.836117,547,551,0.77111765
0.04,6,32,grid,223,80,60,abs,100,161,11,0.6,529.1047483,529,528,0.994530285,537.2483448,538,536,0.350596989,543.6274048,543,544,0.693582711,552.336139,553,551,0.316519262,548.398133,548,548,0.861687368
0.13,8,68,grid,200,60,40,pla,0,90,29,2.9,529.4290943,530,529,0.233354942,537.8109861,538,539,0.179682656,544.4689075,544,544,0.118361011,555.0440238,557,552,0.188060321,549.249994,548,549,0.254140827
0.09,5,19,grid,230,65,60,pla,50,139,15,0.9,528.6451023,533,529,0.324136234,537.4327325,538,538,0.33306173,543.6649667,546,542,0.128880499,551.5835166,552,552,0.248659924,548.5730336,549,548,0.528218399
0.19,7,64,honeycomb,209,60,40,pla,25,302,25,2.4,530.509339,541,532,0.967322921,538.9505335,539,538,0.631440216,546.8113181,553,547,0.463197498,554.0103829,554,556,0.499524669,551.524152,553,552,1.628289665
0.16,9,69,honeycomb,200,65,40,abs,0,344,13,1.2,532.630623,549,531,0.292051062,539.4529721,539,539,0.86520013,547.3160405,554,546,0.462303245,555.326028,560,556,1.523303961,552.5982522,560,552,1.139774833
0.05,10,28,honeycomb,210,65,60,pla,0,110,22,1.7,529.787959,529,528,1.576132022,537.4864234,538,536,0.121930244,543.7707913,543,544,0.160495633,552.5216234,552,551,0.222800167,548.8959678,548,547,0.3412674
0.13,9,89,grid,215,60,60,abs,0,285,19,1.4,529.7122352,548,532,1.702108583,538.2699493,540,538,1.285650867,546.1299744,553,547,1.249489745,552.7025973,552,556,2.427033326,550.7925019,549,552,3.033563116
0.18,8,75,honeycomb,246,80,40,abs,100,243,23,2.2,528.3149315,530,528,0.296895393,537.061525,538,538,0.243691917,542.6399173,543,542,0.321313202,551.6978786,552,551,0.118111955,547.3105762,547,547,0.317483766
0.13,9,89,honeycomb,210,60,40,pla,25,64,33,3.3,528.2904582,529,528,1.03196862,537.0620942,538,538,0.171443649,542.7438965,544,543,0.309268715,551.1602601,551,551,0.131055184,547.2067851,547,548,0.362828312
0.18,6,90,honeycomb,230,80,40,pla,100,321,12,1.8,528.5299399,536,529,0.542401789,537.246298,538,538,0.204147056,543.6089231,546,544,0.294184447,552.6411902,556,552,0.162769864,547.8062122,548,549,1.055782208
0.13,3,43,honeycomb,212,75,60,pla,50,297,13,1.5,529.9176217,530,529,0.955216896,537.9212101,538,537,0.510248452,544.6813845,544,545,1.281695279,551.6632902,551,552,0.296635597,549.8626447,551,549,1.250599338
0.09,10,88,honeycomb,219,75,40,pla,75,40,31,3.3,528.2398517,529,529,0.329646523,536.9508434,538,539,0.203237693,542.2863322,543,542,0.212238343,550.710947,551,552,0.130745103,546.840154,547,548,0.122892209
0.09,9,81,honeycomb,217,60,60,pla,0,36,33,3.1,531.1623655,529,529,0.895661438,539.0739082,538,538,0.256737737,545.8395122,544,544,0.182168093,552.7322393,553,554,0.853096514,551.7274404,558,550,0.132090287
0.11,9,85,grid,212,60,120,abs,0,156,35,1.3,528.2430396,529,531,0.649451576,536.9661266,538,539,0.404447653,542.6670762,545,547,0.153761643,550.8940775,551,555,0.745278097,547.0507377,547,551,0.497465951
0.07,5,14,honeycomb,201,60,60,pla,0,125,34,1.8,533.0280857,529,530,2.685683074,538.7133405,538,536,0.91646604,546.2448896,545,545,0.723496421,555.8127098,558,552,0.239653265,552.1684048,555,548,0.582599836
0.06,9,72,grid,206,70,60,pla,25,153,29,0.9,528.5170121,529,529,0.217584882,537.087418,538,536,0.153351271,542.9627129,543,542,0.202906572,552.0310237,551,551,0.277867722,547.7556932,547,547,0.384414661
0.18,2,87,honeycomb,220,70,40,abs,50,368,18,1.2,529.3108752,530,530,0.173044957,537.8459601,538,538,0.714019871,544.9471591,545,546,0.377151123,552.7791004,551,555,0.347663647,549.5467289,547,552,0.733892147
0.16,7,44,honeycomb,219,75,60,pla,100,203,20,3.0,529.9618278,529,529,0.374794051,537.7258105,538,538,0.248568256,544.203308,543,543,0.786910649,553.5510772,554,551,0.114066104,549.2628386,549,548,0.216726297
0.15,5,88,grid,250,80,120,abs,100,332,21,1.9,528.9442479,533,530,1.592427057,537.9196559,539,538,1.577219548,545.1177162,551,546,1.659015179,551.9598378,553,555,0.515546349,549.6521998,553,551,1.730171439
0.08,5,44,grid,250,80,60,abs,100,134,10,0.7,528.4665304,543,529,2.31827726,537.1717915,538,536,0.979570233,543.5138215,546,544,1.13851413,553.606592,559,554,0.761597563,548.0223514,548,550,1.398279758
0.05,4,72,honeycomb,223,80,40,pla,75,89,22,2.9,528.2345731,529,528,0.493265625,536.9058661,538,539,0.602087619,541.9007052,544,544,0.535674533,550.5670477,551,551,0.253149011,546.5445797,547,547,0.384071952
0.07,6,74,honeycomb,219,70,60,pla,75,155,14,0.6,530.4447716,529,528,0.7748434,538.0629749,538,538,0.211793307,544.9132016,545,543,0.153622133,552.1381884,555,551,0.699961977,550.27521,561,548,0.769998278
0.1,10,25,honeycomb,223,70,40,abs,50,206,7,0.7,528.6718824,530,529,1.351429411,537.2493012,538,538,0.177025316,543.3527198,543,542,0.136641406,552.1895623,552,551,0.271824867,548.0708191,547,548,0.493666778
0.08,10,90,grid,220,60,40,pla,25,97,35,2.6,528.2475011,529,528,0.235235553,536.915281,538,536,0.109807966,541.9322653,543,541,0.114040255,550.5876632,551,550,0.112484966,546.6612235,547,546,0.107698269
0.04,4,29,honeycomb,201,75,60,pla,25,47,18,2.6,531.3793628,529,530,2.123069498,538.6063798,538,536,0.409237296,546.5038222,546,546,0.920862682,555.0830879,556,555,1.306766631,551.483509,552,551,1.074473652
0.09,8,19,honeycomb,214,70,40,abs,25,51,15,1.8,529.8329444,530,528,1.235323289,537.5511222,538,538,0.347963651,543.7726105,543,542,0.164871283,552.2052984,554,550,0.228027681,548.7987317,553,547,0.340197879
0.02,8,89,grid,230,70,40,pla,100,43,24,0.5,528.2914339,529,528,0.886347035,536.9129861,538,536,0.119474451,541.982494,543,541,0.114032957,550.6369376,551,550,0.207191389,546.729336,547,546,0.249429184
0.1,7,60,honeycomb,210,70,60,abs,0,99,11,1.7,529.6806759,530,529,2.042951403,537.6891844,538,537,0.219155677,544.6026629,545,545,0.208527218,553.1475951,553,553,0.559756655,549.3107935,549,549,0.499615707
0.05,7,79,grid,224,80,120,pla,75,82,6,0.6,528.5893087,529,529,1.671735874,537.1054675,538,536,0.372399049,543.0991319,544,543,0.510281492,551.6317677,552,551,0.429934035,547.8506747,547,547,0.879858894
